age,monthly_income,employment_years,existing_loan_amount,loan_amount_requested,loan_tenure_months,credit_card_utilization,missed_payments_last_12m,utility_payment_score,mobile_recharge_consistency,employment_type,residence_type,defaulted
60,94632,8.0,186148,148342,36,45,3,80,80,self_employed,rented,0
47,117451,11.1,99705,200931,120,37,3,64,35,salaried,family,0
46,35610,9.7,84634,229724,48,69,5,65,64,salaried,owned,0
27,114224,22.5,166742,327563,12,33,4,80,78,self_employed,owned,0
57,63799,19.6,145455,225307,48,95,9,33,35,self_employed,rented,1
24,87849,20.5,37981,92982,36,18,6,32,77,salaried,owned,0
57,77715,5.2,177960,102378,12,23,10,96,86,self_employed,owned,0
30,75287,8.1,211524,124075,120,17,0,27,76,salaried,family,0
55,89905,16.5,141144,301224,24,6,5,52,86,salaried,owned,0
56,24956,1.4,99754,264484,84,47,8,29,60,self_employed,rented,1
45,38402,3.7,63341,176301,48,54,4,74,93,salaried,rented,0
44,109145,23.3,147610,125260,12,51,4,86,91,salaried,owned,0
30,66262,11.6,22960,264300,36,89,10,27,81,self_employed,owned,1
44,42433,5.3,33907,70862,84,58,2,77,37,salaried,owned,1
29,119293,0.9,144130,199032,12,65,5,86,85,salaried,owned,0
40,85187,8.0,161743,167351,24,68,8,62,84,salaried,family,0
34,53797,1.3,92075,172083,120,55,7,71,76,salaried,owned,0
51,100509,20.4,115936,346570,84,65,2,91,25,salaried,rented,0
57,93592,14.4,179396,261888,72,9,1,43,44,unemployed,rented,0
32,43817,16.0,71251,370737,96,9,8,48,59,salaried,owned,0
44,106604,5.8,81902,211972,24,39,8,80,82,salaried,rented,0
57,54122,3.0,140573,169237,84,70,0,89,94,self_employed,family,0
24,94825,19.0,43566,60335,96,81,6,56,57,self_employed,rented,1
43,64521,24.0,213577,225974,48,81,1,43,64,salaried,family,0
22,117503,21.7,13313,335262,96,30,7,72,26,self_employed,rented,0
24,44073,24.0,65511,119858,24,87,5,84,46,self_employed,owned,1
60,34461,12.8,90406,325130,84,64,4,48,69,salaried,rented,0
54,48761,6.0,36028,337604,24,61,5,20,75,unemployed,owned,0
50,26533,13.4,133969,321092,12,91,10,69,64,salaried,family,1
28,118806,6.9,148093,263063,96,30,0,77,52,salaried,family,0
34,88593,24.4,77722,253858,24,12,7,90,32,salaried,rented,0
60,34044,11.8,85303,217731,120,83,8,85,36,salaried,rented,1
30,81252,0.9,163815,102828,60,87,1,86,66,salaried,owned,0
34,87715,21.0,176673,174071,24,56,7,42,94,salaried,owned,0
40,102119,12.3,15483,356499,60,20,9,65,31,salaried,rented,0
30,96563,0.9,2105,153821,72,83,2,22,66,self_employed,rented,1
56,43744,14.5,34458,131398,84,35,0,46,26,salaried,family,0
52,26687,21.0,107337,186388,36,98,9,55,71,salaried,rented,1
52,97952,22.0,173959,114391,36,29,3,35,73,unemployed,family,0
60,96721,4.6,197725,244943,84,35,10,30,31,salaried,owned,0
27,63837,5.2,13075,316793,12,41,0,40,78,self_employed,owned,0
55,31284,4.2,181121,318850,48,36,2,48,55,unemployed,owned,0
34,105727,16.5,196026,300328,96,71,1,69,42,self_employed,rented,0
51,72414,9.1,113191,227522,96,7,7,74,39,salaried,owned,0
34,59032,1.4,36479,83641,60,28,1,22,68,self_employed,owned,0
25,24116,18.7,102164,198435,72,48,8,43,20,salaried,rented,1
29,53447,6.3,32618,246777,24,81,4,72,62,salaried,rented,0
34,115716,12.8,123458,368792,120,35,2,48,41,self_employed,family,0
49,75600,21.0,156643,339019,72,31,4,38,65,self_employed,owned,0
33,110788,7.9,139861,97844,36,20,5,67,64,unemployed,owned,0
36,18190,21.9,132412,297742,24,31,0,33,71,salaried,rented,0
40,118940,23.6,217426,86059,24,94,2,28,36,salaried,owned,1
21,73720,17.2,12721,121743,84,65,4,73,96,salaried,rented,0
57,43478,2.6,209441,172083,48,94,4,89,50,salaried,rented,1
55,62777,11.0,127823,93713,96,61,1,60,62,salaried,rented,0
37,48891,3.8,186996,187255,84,80,6,49,33,self_employed,family,1
55,96027,15.3,511,357459,48,95,10,40,69,salaried,owned,1
48,38640,0.5,74134,318648,36,37,0,34,64,salaried,rented,0
28,24648,1.7,136787,372178,96,35,3,43,56,self_employed,owned,1
42,91015,23.7,153470,372799,84,65,3,98,27,salaried,rented,0
32,86179,2.6,141416,317422,72,87,8,52,24,salaried,rented,1
26,92927,0.5,206226,337819,72,85,7,47,55,salaried,family,1
54,110876,10.9,120921,228104,120,81,7,27,31,unemployed,rented,1
30,105240,3.3,173394,379367,96,10,9,67,67,salaried,family,0
31,22559,22.2,12299,218371,48,58,8,87,96,salaried,rented,0
41,111659,18.8,64501,335613,36,9,1,89,80,salaried,rented,0
57,53240,23.1,66134,90391,24,52,3,20,98,salaried,rented,0
49,43344,22.4,104889,143650,12,57,10,39,83,salaried,family,1
21,92280,14.5,200072,274883,96,38,5,21,78,salaried,owned,0
43,35443,10.9,91036,241109,72,93,10,76,63,unemployed,owned,1
28,32534,4.1,219307,54064,12,50,6,61,60,salaried,owned,0
37,20674,12.1,188590,195829,48,85,9,46,87,salaried,family,1
21,80312,16.3,94753,367716,48,34,5,42,56,salaried,rented,0
29,50362,17.2,142806,359172,12,17,7,28,24,salaried,rented,0
28,89500,10.8,212308,358221,48,74,3,94,63,self_employed,owned,0
52,109122,17.3,35033,342910,60,12,3,84,53,self_employed,family,0
54,78806,19.6,65971,371556,24,77,3,34,90,self_employed,owned,0
33,60816,2.5,86145,77190,84,22,3,51,59,salaried,rented,0
57,117664,18.7,188755,178096,120,98,9,89,50,salaried,owned,0
54,81786,5.1,172569,170459,72,72,0,61,90,salaried,rented,0
54,96943,17.3,149026,314124,24,41,8,88,21,salaried,rented,0
42,71809,12.2,105740,207816,36,28,7,45,26,salaried,owned,0
23,54422,20.1,125530,81402,60,22,8,25,54,unemployed,rented,1
27,97139,3.5,76421,191614,96,59,3,45,78,salaried,rented,0
53,20482,23.2,204419,285091,12,19,3,21,45,unemployed,rented,0
38,95610,2.7,25714,308547,96,7,5,78,94,self_employed,rented,0
22,84082,1.3,45428,305845,24,34,6,41,43,self_employed,owned,1
25,91905,0.2,38964,117302,36,14,1,48,84,salaried,rented,0
25,90729,10.1,7923,297602,12,83,4,30,94,salaried,family,0
37,29628,23.1,146127,228569,120,89,10,52,64,self_employed,owned,1
53,104645,1.9,10164,233130,48,98,4,21,66,salaried,rented,1
32,101923,20.6,55615,71809,120,13,0,80,94,self_employed,family,0
46,64879,1.8,58820,359206,12,65,10,41,69,salaried,owned,0
41,50642,18.3,161178,246831,36,45,9,95,92,salaried,family,0
32,81027,2.5,48761,122898,96,35,7,40,37,self_employed,owned,1
54,73335,2.8,122634,107788,84,76,1,44,90,self_employed,owned,0
52,84440,2.4,203998,238176,36,43,10,61,21,salaried,rented,0
34,66029,7.8,18738,111067,48,88,10,63,80,salaried,owned,0
37,56896,0.6,86200,289982,96,82,8,58,48,salaried,owned,1
60,29050,2.8,177896,294468,60,60,5,63,25,salaried,rented,1
32,103747,23.7,1774,63374,84,73,6,64,40,salaried,owned,0
22,102119,7.2,38827,196027,96,6,4,40,86,unemployed,family,0
41,24367,24.8,52735,261536,96,22,4,63,22,salaried,owned,0
22,87191,7.9,194383,338413,96,46,2,28,92,salaried,owned,0
45,58161,5.5,5142,116019,24,22,0,92,82,salaried,owned,0
43,82610,2.9,184014,296512,120,59,2,21,86,self_employed,owned,0
52,98745,4.8,145833,161712,36,77,4,86,22,salaried,owned,0
21,33642,11.2,15988,99973,96,66,5,55,77,self_employed,owned,0
47,100922,20.1,197184,320075,24,50,7,44,74,salaried,rented,0
59,114719,10.4,1751,110682,36,8,0,46,92,salaried,family,0
28,110017,14.9,191176,80179,60,61,6,63,62,salaried,family,0
56,88822,13.9,87893,55635,48,67,2,28,93,salaried,owned,0
22,86155,16.3,146153,119479,84,7,4,73,40,salaried,rented,0
56,57960,5.5,44027,102278,72,55,3,57,45,unemployed,family,0
53,36695,15.7,33652,177910,120,17,5,56,80,salaried,owned,0
59,96566,8.9,85299,284721,72,45,3,87,49,salaried,rented,0
37,27426,4.7,150683,65833,96,86,4,52,51,salaried,rented,1
21,42348,22.3,35841,147288,24,23,3,77,21,self_employed,owned,0
29,86851,12.5,139911,368585,96,12,10,43,75,salaried,rented,0
48,117718,2.9,197853,324856,60,18,0,69,94,self_employed,rented,0
50,62203,4.7,36568,176996,120,55,3,81,80,salaried,owned,0
28,75965,13.7,186788,297101,36,26,8,22,54,self_employed,owned,0
49,115172,7.4,218333,148145,48,75,0,88,75,salaried,owned,0
54,25020,14.3,141271,104505,96,43,5,62,36,self_employed,rented,1
52,19279,22.2,65892,108125,12,27,3,48,69,self_employed,rented,0
26,27002,9.8,158320,116008,96,65,10,26,51,unemployed,rented,1
25,105841,5.6,182619,274064,60,79,0,51,75,self_employed,rented,0
54,96281,12.2,154634,166146,24,81,0,29,24,self_employed,rented,0
38,19478,9.4,127110,186013,60,71,7,22,48,self_employed,owned,1
27,81394,20.4,126763,202502,12,65,9,43,51,salaried,owned,0
51,50563,9.9,52113,62952,72,61,6,39,26,self_employed,rented,1
47,97082,6.1,139757,241626,120,48,2,32,86,salaried,owned,0
45,46013,14.5,178143,331733,96,41,2,37,52,salaried,owned,0
33,51287,3.6,197902,356638,36,57,3,59,52,salaried,owned,0
22,66569,24.9,88418,327762,84,6,1,96,48,self_employed,rented,0
56,69048,24.7,83090,277538,84,73,0,82,44,salaried,rented,0
50,34301,0.6,27402,290133,120,7,6,65,61,self_employed,owned,0
29,35500,5.0,68533,266074,60,24,0,39,21,self_employed,owned,0
57,74439,23.9,198158,288627,72,71,1,46,58,salaried,owned,0
49,115081,9.5,44138,171575,84,95,9,69,72,self_employed,rented,0
48,33688,4.5,1370,186813,72,84,7,83,72,salaried,rented,0
37,25473,6.3,91388,65982,84,87,9,41,64,self_employed,rented,1
28,29383,8.7,97805,274824,72,27,9,38,78,self_employed,owned,1
30,51869,17.0,2822,189584,84,66,7,97,48,self_employed,rented,0
24,37787,15.6,121580,343810,84,89,2,69,45,self_employed,family,1
26,47951,7.9,8925,151177,96,72,5,30,58,self_employed,owned,1
25,27700,19.1,6398,251765,96,67,3,73,89,salaried,rented,0
40,78844,10.4,30303,225234,72,73,4,94,81,self_employed,rented,0
21,86074,2.8,217108,82573,72,23,1,41,53,salaried,family,0
47,81156,13.1,183889,103174,120,54,6,57,65,salaried,rented,0
34,34097,1.1,115071,379913,60,61,6,23,44,salaried,rented,1
44,50312,5.9,107335,188279,24,39,4,31,41,salaried,rented,0
57,88241,13.8,45978,289900,36,12,9,97,45,salaried,family,0
21,99023,13.3,217838,237863,72,44,6,83,27,salaried,rented,0
50,23679,20.5,25990,119611,120,7,8,78,24,salaried,owned,1
28,69365,4.9,109789,88746,12,16,0,87,45,salaried,owned,0
29,76843,24.4,5743,73744,72,57,0,85,88,salaried,rented,0
39,29214,15.0,100815,123550,120,44,1,96,53,salaried,owned,0
44,82956,14.5,65183,138086,24,74,3,93,61,salaried,rented,0
43,43742,13.2,60805,149421,72,53,2,54,34,salaried,owned,0
56,70650,5.9,142580,355362,36,64,8,68,91,self_employed,owned,0
57,68377,22.2,119093,156077,96,93,9,98,66,salaried,rented,0
54,60252,18.5,156798,263941,84,49,2,35,68,self_employed,owned,0
40,86905,11.9,214381,248501,60,71,0,35,26,salaried,owned,0
39,36182,16.5,210877,246685,60,20,0,40,38,self_employed,owned,0
41,93777,21.0,84696,299830,120,71,0,88,48,salaried,owned,0
49,50020,23.8,174136,332532,36,61,6,22,75,self_employed,rented,0
44,18584,23.3,21106,297138,36,56,1,32,88,self_employed,owned,1
48,110145,1.5,98639,350411,48,97,2,51,37,self_employed,rented,1
36,70399,17.4,180030,183997,12,15,9,81,47,salaried,owned,0
30,78841,4.2,29766,256755,48,13,7,57,32,salaried,family,0
57,34805,16.5,63586,167403,60,7,9,62,88,salaried,owned,0
32,50715,19.6,100492,275118,36,37,2,94,95,unemployed,rented,0
45,47224,14.8,117552,195344,36,89,6,74,46,salaried,family,1
32,37414,13.2,7079,54873,36,33,10,80,27,self_employed,family,1
47,20797,15.6,204457,152493,24,41,1,78,51,self_employed,owned,0
35,95165,5.4,143501,97676,120,80,4,63,55,self_employed,family,0
43,28643,17.2,178679,226472,36,35,8,63,91,salaried,owned,0
45,77901,17.8,58890,124299,36,92,3,77,22,salaried,family,1
40,69315,7.8,59621,366473,12,94,1,62,49,salaried,family,0
33,108726,3.3,174111,272084,72,10,9,21,35,salaried,rented,0
55,98286,5.5,101579,207107,72,81,0,51,26,self_employed,owned,0
57,95670,1.7,53191,198904,84,76,0,68,23,salaried,owned,0
52,58770,11.8,108161,304284,36,32,4,24,75,salaried,family,0
30,81098,19.4,88721,154047,120,58,6,90,96,self_employed,rented,0
34,113507,7.5,32804,103589,120,7,8,98,46,salaried,family,0
29,44141,18.0,151119,360578,72,36,4,37,23,salaried,owned,0
50,47387,22.8,212824,140101,84,62,5,69,65,self_employed,rented,0
55,18983,9.4,170410,70102,48,55,1,21,22,self_employed,rented,1
22,114111,8.3,568,62050,24,77,9,63,20,salaried,family,1
51,40229,9.9,109697,125174,96,18,6,78,64,self_employed,family,0
36,117970,25.0,219652,224767,60,15,5,83,40,salaried,rented,0
50,55103,3.7,85286,333549,24,84,9,60,98,self_employed,rented,0
41,29746,14.4,77710,271968,72,53,3,34,70,salaried,owned,0
56,85035,14.7,67649,330414,96,76,9,58,33,self_employed,family,1
35,108669,17.6,35012,322152,120,22,8,21,87,salaried,owned,0
23,104890,24.1,91582,128122,12,6,10,36,93,self_employed,family,0
39,39194,16.8,150443,336974,12,74,7,89,42,self_employed,owned,1
21,94880,14.6,116276,314421,72,88,0,75,29,salaried,owned,0
28,78204,23.1,139954,330384,120,91,10,31,75,self_employed,owned,1
60,84585,11.9,198217,123378,36,35,3,87,56,salaried,owned,0
50,92437,18.2,83080,208277,72,63,1,30,76,self_employed,owned,0
40,103207,15.9,95264,150874,84,20,4,62,29,self_employed,rented,0
55,116565,5.5,217161,170188,36,17,10,87,34,self_employed,family,0
40,94444,2.6,94248,256136,24,6,0,82,36,salaried,rented,0
43,27279,10.5,76315,79717,84,41,0,26,63,salaried,family,0
39,56579,8.7,189575,120417,120,26,7,37,53,self_employed,family,1
25,32437,21.1,113383,198750,96,25,10,54,87,self_employed,rented,0
59,60158,12.4,183292,339117,72,84,1,48,46,self_employed,owned,0
33,47306,6.4,206435,339431,36,31,8,88,31,salaried,owned,0
45,115698,11.0,90315,276691,120,83,10,37,97,self_employed,owned,1
50,71283,13.0,123842,121414,72,65,10,93,76,salaried,rented,0
41,115758,7.0,49185,271878,96,88,6,39,33,salaried,rented,0
30,98744,7.1,185428,359383,60,39,7,43,83,salaried,owned,0
45,96578,14.7,140053,311886,72,13,1,56,87,salaried,owned,0
35,70098,18.8,54924,373487,84,8,1,59,54,salaried,owned,0
57,93173,17.2,129948,89436,60,85,4,62,66,unemployed,rented,0
23,98394,22.3,119097,287868,60,15,8,56,33,self_employed,owned,0
22,60677,21.2,64750,239801,36,81,3,42,37,unemployed,owned,1
33,109194,16.4,85347,288496,36,20,8,75,55,salaried,family,0
29,104166,10.9,216777,260797,24,64,4,93,92,salaried,rented,0
31,39772,11.2,155615,102464,120,6,5,60,53,self_employed,owned,0
47,117059,14.0,127051,174034,12,85,2,92,73,self_employed,owned,0
47,102868,6.2,102499,185797,12,79,7,72,38,self_employed,family,1
31,115852,19.8,144105,142411,84,36,1,22,92,salaried,rented,0
44,57295,1.2,129204,182308,120,72,1,73,84,salaried,owned,0
54,30014,3.4,121033,304458,48,19,7,79,57,self_employed,family,0
51,88264,15.1,168073,188864,48,66,8,91,80,salaried,owned,0
26,53757,0.6,100222,221796,12,97,5,89,21,self_employed,family,1
34,32088,10.7,78057,281313,12,52,9,53,90,self_employed,family,0
33,109980,6.8,126601,377715,48,28,8,57,64,salaried,rented,0
36,36817,3.5,137530,84200,96,16,0,90,43,salaried,family,0
57,53116,1.4,53187,184669,96,63,5,98,51,salaried,rented,0
43,85387,13.8,73937,228872,60,79,0,89,72,salaried,family,0
53,106573,20.1,36899,171826,24,95,1,98,72,self_employed,rented,0
38,77244,7.9,136579,180737,48,50,6,68,51,salaried,rented,0
31,84870,4.1,117060,54618,84,91,10,94,80,salaried,rented,0
40,41632,14.5,132571,214202,12,62,7,24,37,salaried,rented,1
37,73411,19.6,101503,178156,36,7,1,64,58,salaried,owned,0
58,29922,18.3,167736,145384,120,88,10,73,77,salaried,rented,1
28,101959,16.4,67095,351006,36,87,6,60,33,salaried,owned,1
53,25280,21.0,1646,144968,48,16,5,41,32,self_employed,rented,1
57,71842,1.7,81389,370542,36,12,1,90,58,self_employed,owned,0
51,47439,0.3,162634,323012,12,57,5,80,38,salaried,owned,0
47,109445,8.5,80391,239496,84,29,2,52,64,salaried,owned,0
48,18099,10.0,110639,315598,24,46,4,21,96,salaried,rented,1
27,77013,17.6,47688,346792,84,21,2,94,43,salaried,rented,0
47,80998,2.7,78865,192691,84,14,10,76,44,salaried,owned,0
49,69690,18.2,165219,251320,96,88,4,20,21,salaried,rented,1
40,78845,20.0,169708,273622,84,79,9,66,44,salaried,owned,0
26,37104,6.8,14011,338365,60,90,7,68,65,self_employed,family,1
43,68007,4.4,179898,206154,96,20,8,27,44,unemployed,family,1
25,100423,21.0,165612,175447,96,18,0,56,60,self_employed,owned,0
46,115569,0.9,6857,288468,72,12,7,93,78,salaried,family,0
25,77729,12.7,108194,264673,96,61,4,84,28,salaried,family,1
25,70274,5.1,175364,275865,120,39,2,74,50,unemployed,rented,0
58,30407,24.4,83021,228617,84,51,7,40,79,salaried,rented,0
53,51504,16.9,189732,209526,96,53,2,50,85,salaried,owned,0
24,95889,7.2,18266,342124,84,64,10,81,31,self_employed,owned,0
25,86022,3.1,110093,77236,60,89,10,93,94,salaried,rented,0
48,44224,19.2,38568,321946,12,89,2,97,77,salaried,rented,0
25,45850,19.1,127343,129104,12,77,6,82,51,salaried,family,0
43,26849,15.6,98139,159998,96,54,7,23,51,self_employed,family,1
51,57543,15.5,156099,94993,60,34,8,50,98,unemployed,rented,0
42,46769,0.3,163867,150669,48,53,0,33,57,salaried,family,0
28,63934,1.9,166728,333037,120,71,8,43,82,salaried,owned,1
39,112637,12.6,16873,174081,84,9,4,44,77,salaried,owned,0
48,119816,25.0,190131,179648,60,7,8,30,93,unemployed,rented,0
38,110915,13.0,41181,306223,96,52,9,58,77,salaried,family,0
24,28890,24.1,39540,183654,84,64,5,98,60,salaried,rented,0
36,80197,3.0,180624,87423,48,45,1,79,23,unemployed,rented,0
41,24928,13.2,28786,295238,12,31,10,76,70,salaried,owned,0
56,31485,10.7,72132,222754,48,94,8,53,60,salaried,owned,1
50,35501,7.0,167656,279596,72,30,9,90,77,self_employed,rented,0
23,29772,7.1,135780,127678,36,30,7,98,43,salaried,rented,1
59,67957,13.3,174785,218661,12,53,6,23,35,self_employed,owned,1
54,70269,8.8,21382,231542,12,35,5,66,67,salaried,family,0
24,106310,24.0,176573,76868,84,56,10,23,65,salaried,rented,0
51,104302,19.9,167652,105026,48,60,0,25,88,self_employed,rented,0
55,22509,22.9,192234,272851,48,97,9,97,49,salaried,owned,1
36,73298,14.6,29900,57036,96,89,8,77,41,self_employed,owned,1
45,43943,16.7,180387,371690,24,60,5,31,73,salaried,owned,0
32,31336,8.2,86628,297336,12,7,9,46,62,salaried,family,0
24,42403,0.2,173086,234208,72,89,5,21,33,self_employed,rented,1
21,25466,16.3,49084,359017,60,23,3,36,65,salaried,owned,1
33,51774,15.2,179907,160463,36,87,1,42,58,salaried,owned,0
33,50263,17.3,57158,259661,24,35,2,37,82,self_employed,rented,1
37,103113,16.8,126755,188225,60,68,10,49,21,salaried,rented,0
22,115260,11.1,167826,341648,12,98,8,82,73,self_employed,rented,0
34,43960,7.3,170560,150235,48,49,10,78,85,salaried,rented,0
25,84511,19.0,179146,74063,48,30,6,30,46,salaried,rented,0
22,73257,0.5,15769,165706,48,97,5,32,34,salaried,rented,1
51,90925,18.9,75403,235535,96,85,3,72,41,salaried,family,1
38,104785,16.3,211537,277004,12,26,7,50,43,unemployed,owned,1
29,77020,3.4,135675,293263,12,21,2,97,58,self_employed,owned,0
42,28655,21.2,18282,51934,36,77,3,97,53,unemployed,rented,1
47,64133,10.4,146171,347928,72,85,6,55,65,salaried,rented,0
26,117436,20.8,16791,160566,12,33,2,95,38,self_employed,owned,0
31,32067,5.3,76649,156898,48,21,1,51,49,self_employed,family,0
39,113943,23.0,162869,223460,84,5,3,23,36,salaried,rented,0
53,82273,16.1,6917,139022,12,62,5,39,26,salaried,rented,0
46,95856,5.3,134071,276645,12,60,2,48,34,salaried,rented,0
35,82676,21.3,1833,233802,48,50,9,73,36,unemployed,owned,1
58,82245,9.5,60121,147766,72,22,7,51,97,salaried,owned,0
37,90003,13.7,60690,353111,24,40,2,21,49,unemployed,owned,0
40,26207,19.9,65067,86663,60,8,1,50,95,salaried,rented,0
31,98254,9.2,186206,155975,96,18,8,95,52,self_employed,rented,0
39,19558,19.8,182969,379124,120,69,5,72,48,salaried,owned,1
42,37473,1.7,199064,76778,12,41,10,31,71,salaried,rented,0
44,110943,2.3,96440,234525,84,38,8,81,24,salaried,family,0
54,78714,0.4,160839,242471,12,97,10,90,90,salaried,owned,1
44,98961,6.6,35441,86229,84,78,8,25,74,salaried,owned,0
34,107750,17.8,100676,126715,36,39,10,56,75,self_employed,family,0
47,33944,9.1,128723,286275,36,34,5,64,30,unemployed,owned,0
56,56867,11.4,156002,147345,96,10,5,94,96,salaried,family,0
27,76953,5.6,59386,260474,12,58,8,56,57,salaried,rented,0
52,58281,0.1,194093,83255,36,54,0,39,84,salaried,rented,0
49,117198,1.6,6780,274893,60,70,0,38,44,salaried,owned,0
46,91814,15.5,164393,317332,12,12,8,88,32,salaried,owned,0
40,68777,17.2,217755,222473,60,14,1,43,55,unemployed,owned,0
47,25749,10.6,162563,93170,48,76,2,35,80,self_employed,rented,1
30,108119,1.9,107964,275748,96,71,2,47,94,salaried,owned,0
47,110818,9.3,76211,341828,84,33,7,91,80,self_employed,rented,0
58,112867,11.1,28800,92237,120,84,7,36,56,self_employed,family,1
49,20370,23.2,52171,164112,96,85,8,78,53,unemployed,owned,1
49,112549,5.3,218703,252062,120,19,3,73,28,salaried,rented,0
46,58439,1.2,181405,255419,36,10,10,42,88,salaried,family,0
40,100465,24.9,84386,373570,84,28,4,31,51,unemployed,owned,0
27,113096,3.2,177585,88222,60,89,10,30,54,salaried,family,1
42,51453,23.9,89614,111445,60,33,4,47,89,unemployed,owned,0
45,106151,15.1,200756,358302,36,9,5,28,27,salaried,rented,0
58,57766,18.8,162794,121804,120,29,4,94,56,salaried,owned,0
29,76002,1.5,2835,283871,96,87,10,29,55,salaried,rented,1
35,69859,24.9,28003,308310,12,35,2,59,42,salaried,owned,0
50,94970,24.2,201996,129658,24,91,1,78,27,salaried,owned,0
60,69567,0.3,6300,99591,36,65,1,81,41,self_employed,rented,0
22,38502,11.1,9067,351455,60,30,1,64,41,salaried,rented,0
60,82202,3.1,137083,268374,36,49,10,71,31,salaried,owned,0
46,53740,24.7,101153,227250,12,41,5,68,93,salaried,rented,0
31,85871,8.8,101231,305753,60,82,2,91,28,salaried,family,0
25,118257,1.8,182232,155741,84,34,5,56,44,unemployed,owned,1
26,109064,3.5,128202,77267,84,97,4,60,59,salaried,family,0
34,92864,18.6,148573,60243,60,79,7,97,31,salaried,owned,0
51,95054,15.2,106070,87214,120,47,0,40,98,salaried,rented,0
37,55038,21.2,156636,159982,12,94,5,81,76,salaried,rented,0
21,68227,14.6,40241,255413,12,10,5,56,39,salaried,owned,0
38,23019,20.4,132010,226849,24,61,4,53,58,salaried,owned,1
54,89548,21.0,82835,333625,36,97,3,64,63,salaried,owned,0
55,118371,1.5,100488,102483,96,66,9,96,85,salaried,owned,0
55,108910,2.2,13877,55407,84,32,1,20,60,unemployed,rented,0
43,21662,11.5,105614,115232,60,5,10,53,85,salaried,rented,0
48,96136,1.5,205668,176577,48,76,2,33,27,salaried,owned,1
28,54548,15.1,137790,365473,36,19,10,68,91,salaried,owned,0
53,96923,7.0,163074,151150,120,87,3,69,52,self_employed,rented,0
47,101144,2.8,160746,274060,12,33,3,86,39,self_employed,rented,0
34,90440,15.8,43466,145792,48,52,3,78,60,salaried,rented,0
23,61672,15.3,197775,216188,12,88,1,89,88,salaried,owned,0
44,119015,20.7,115680,310204,84,67,7,89,84,salaried,owned,1
37,83882,5.3,130138,118717,12,10,6,74,47,salaried,owned,0
55,67276,8.8,81286,312867,48,56,7,22,75,self_employed,rented,0
52,64927,0.2,57063,324719,24,97,4,27,52,salaried,rented,0
43,44806,1.8,1658,55455,72,93,8,46,67,self_employed,owned,1
56,56447,19.7,86617,222158,84,13,4,28,76,unemployed,owned,0
49,69116,0.7,202916,323526,48,28,5,81,93,salaried,owned,0
59,64543,17.4,197770,171262,72,24,4,72,95,salaried,rented,0
32,60999,14.3,152488,61180,60,92,10,20,28,salaried,owned,1
41,113264,20.2,150603,317199,24,95,8,57,50,self_employed,owned,1
44,83052,17.8,216739,172749,60,88,2,60,95,salaried,owned,0
56,70812,19.0,87505,124648,48,97,10,84,40,salaried,owned,1
45,90424,19.8,35551,101710,12,10,7,48,63,salaried,owned,0
43,78494,0.6,200209,209488,60,15,4,85,38,salaried,rented,0
22,42020,22.0,161079,220009,120,71,8,66,61,self_employed,owned,0
59,82004,6.7,167710,259009,12,74,5,65,25,salaried,rented,0
44,94926,15.3,69690,174575,72,32,9,66,96,self_employed,owned,0
50,39185,23.7,123533,82279,48,60,7,91,84,salaried,owned,0
35,24293,2.4,170949,146053,96,66,3,79,56,self_employed,rented,1
55,57431,6.9,129627,329931,12,50,2,93,32,salaried,owned,0
22,26000,21.3,44028,229348,72,71,7,85,39,salaried,rented,1
34,20912,4.5,212375,66351,48,62,3,64,58,salaried,rented,0
33,107955,17.0,203893,50089,24,58,4,78,89,self_employed,rented,0
47,22106,15.6,188851,169954,48,68,1,88,68,salaried,family,0
29,111065,22.1,195453,86489,60,56,5,53,88,self_employed,rented,0
34,40728,24.2,43713,61593,84,13,5,41,60,self_employed,owned,0
49,81222,15.0,133747,281887,72,7,4,79,24,salaried,family,0
41,23791,1.9,118390,308715,72,83,1,79,56,self_employed,rented,1
59,41312,5.0,147568,165894,84,7,4,55,82,salaried,family,0
22,72978,10.8,190669,238123,96,83,6,61,36,salaried,rented,0
56,50287,24.2,191598,100055,36,98,5,95,84,self_employed,owned,0
53,110578,14.9,117687,54459,24,60,2,57,52,salaried,owned,0
47,28796,5.4,3807,177751,60,8,8,56,97,salaried,owned,0
23,36203,24.4,163953,288775,60,35,9,51,97,self_employed,owned,0
45,64189,6.9,155100,197346,120,8,6,37,27,salaried,owned,0
52,98395,8.4,166167,257065,12,62,2,65,27,self_employed,family,0
35,20820,3.7,212672,268897,120,28,2,21,61,salaried,family,1
42,39197,13.9,54154,181211,96,70,5,77,60,self_employed,family,0
30,67441,9.4,8482,160002,120,24,1,35,87,salaried,owned,0
23,106076,3.2,207909,217289,24,36,0,92,95,self_employed,family,0
32,105229,24.9,76218,371274,96,67,0,80,22,salaried,owned,0
43,65096,8.3,127140,184224,36,19,6,92,33,salaried,owned,0
57,57909,2.9,148897,58001,60,46,4,93,26,salaried,owned,0
54,115367,20.8,159626,126957,60,12,10,98,84,salaried,rented,0
27,87216,21.7,116407,80140,12,61,4,98,90,salaried,owned,0
56,23169,3.8,8464,149418,24,52,5,75,79,salaried,rented,0
47,43610,9.2,209762,132487,60,98,4,58,65,self_employed,owned,1
41,58181,11.4,134246,352731,24,45,5,50,88,salaried,rented,0
28,58293,3.3,188132,312210,12,68,4,38,40,salaried,owned,0
